"","Artist","Song","Album","Year","Sales","word","n","duration_ms","popularity","speechiness","danceability","tempo"
"5440","2pac","California Love (Remix)","Greatest Hits",2011,5330000,"dance",2,NA,NA,NA,NA,NA
"5441","2pac","California Love (Remix)","Greatest Hits",2011,5330000,"floor",12,NA,NA,NA,NA,NA
"5442","2pac","California Love (Remix)","Greatest Hits",2011,5330000,"empty",8,NA,NA,NA,NA,NA
"5443","2pac","California Love (Remix)","Greatest Hits",2011,5330000,"and",1701,NA,NA,NA,NA,NA
"5444","2pac","California Love (Remix)","Greatest Hits",2011,5330000,"pimps",5,NA,NA,NA,NA,NA
"5445","2pac","California Love (Remix)","Greatest Hits",2011,5330000,"be",574,NA,NA,NA,NA,NA
"5446","2pac","California Love (Remix)","Greatest Hits",2011,5330000,"on",894,NA,NA,NA,NA,NA
"5447","2pac","California Love (Remix)","Greatest Hits",2011,5330000,"mission",14,NA,NA,NA,NA,NA
"5448","2pac","California Love (Remix)","Greatest Hits",2011,5330000,"them",165,NA,NA,NA,NA,NA
"5449","2pac","California Love (Remix)","Greatest Hits",2011,5330000,"greens",1,NA,NA,NA,NA,NA
"5450","2pac","California Love (Remix)","Greatest Hits",2011,5330000,"lean",1,NA,NA,NA,NA,NA
"5451","2pac","California Love (Remix)","Greatest Hits",2011,5330000,"mean",34,NA,NA,NA,NA,NA
"5452","2pac","California Love (Remix)","Greatest Hits",2011,5330000,"money",156,NA,NA,NA,NA,NA
"5453","2pac","California Love (Remix)","Greatest Hits",2011,5330000,"makin",44,NA,NA,NA,NA,NA
"5454","2pac","California Love (Remix)","Greatest Hits",2011,5330000,"machines",1,NA,NA,NA,NA,NA
"5455","2pac","California Love (Remix)","Greatest Hits",2011,5330000,"servin",5,NA,NA,NA,NA,NA
"5456","2pac","California Love (Remix)","Greatest Hits",2011,5330000,"fiends",8,NA,NA,NA,NA,NA
"5457","2pac","California Love (Remix)","Greatest Hits",2011,5330000,"i",2477,NA,NA,NA,NA,NA
"5458","2pac","California Love (Remix)","Greatest Hits",2011,5330000,"been",57,NA,NA,NA,NA,NA
"5459","2pac","California Love (Remix)","Greatest Hits",2011,5330000,"game",121,NA,NA,NA,NA,NA
"5460","2pac","California Love (Remix)","Greatest Hits",2011,5330000,"ten",9,NA,NA,NA,NA,NA
"5461","2pac","California Love (Remix)","Greatest Hits",2011,5330000,"years",38,NA,NA,NA,NA,NA
"5462","2pac","California Love (Remix)","Greatest Hits",2011,5330000,"rap",24,NA,NA,NA,NA,NA
"5463","2pac","California Love (Remix)","Greatest Hits",2011,5330000,"tunes",1,NA,NA,NA,NA,NA
"5464","2pac","California Love (Remix)","Greatest Hits",2011,5330000,"ever",50,NA,NA,NA,NA,NA
"5465","2pac","California Love (Remix)","Greatest Hits",2011,5330000,"since",30,NA,NA,NA,NA,NA
"5466","2pac","California Love (Remix)","Greatest Hits",2011,5330000,"honeys",1,NA,NA,NA,NA,NA
"5467","2pac","California Love (Remix)","Greatest Hits",2011,5330000,"was",266,NA,NA,NA,NA,NA
"5468","2pac","California Love (Remix)","Greatest Hits",2011,5330000,"wearin",5,NA,NA,NA,NA,NA
"5469","2pac","California Love (Remix)","Greatest Hits",2011,5330000,"sassoon",1,NA,NA,NA,NA,NA
"5470","2pac","California Love (Remix)","Greatest Hits",2011,5330000,"it's",426,NA,NA,NA,NA,NA
"5471","2pac","California Love (Remix)","Greatest Hits",2011,5330000,"95",1,NA,NA,NA,NA,NA
"5472","2pac","California Love (Remix)","Greatest Hits",2011,5330000,"they",655,NA,NA,NA,NA,NA
"5473","2pac","California Love (Remix)","Greatest Hits",2011,5330000,"clock",11,NA,NA,NA,NA,NA
"5474","2pac","California Love (Remix)","Greatest Hits",2011,5330000,"watch",75,NA,NA,NA,NA,NA
"5475","2pac","California Love (Remix)","Greatest Hits",2011,5330000,"diamonds",5,NA,NA,NA,NA,NA
"5476","2pac","California Love (Remix)","Greatest Hits",2011,5330000,"shinin",2,NA,NA,NA,NA,NA
"5477","2pac","California Love (Remix)","Greatest Hits",2011,5330000,"lookin",44,NA,NA,NA,NA,NA
"5478","2pac","California Love (Remix)","Greatest Hits",2011,5330000,"robbed",6,NA,NA,NA,NA,NA
"5479","2pac","California Love (Remix)","Greatest Hits",2011,5330000,"liberace",1,NA,NA,NA,NA,NA
"5480","2pac","California Love (Remix)","Greatest Hits",2011,5330000,"all",602,NA,NA,NA,NA,NA
"5481","2pac","California Love (Remix)","Greatest Hits",2011,5330000,"from",273,NA,NA,NA,NA,NA
"5482","2pac","California Love (Remix)","Greatest Hits",2011,5330000,"diego",1,NA,NA,NA,NA,NA
"5483","2pac","California Love (Remix)","Greatest Hits",2011,5330000,"tha",246,NA,NA,NA,NA,NA
"5484","2pac","California Love (Remix)","Greatest Hits",2011,5330000,"bay",8,NA,NA,NA,NA,NA
"5485","2pac","California Love (Remix)","Greatest Hits",2011,5330000,"is",463,NA,NA,NA,NA,NA
"5486","2pac","California Love (Remix)","Greatest Hits",2011,5330000,"if",307,NA,NA,NA,NA,NA
"5487","2pac","California Love (Remix)","Greatest Hits",2011,5330000,"pay",38,NA,NA,NA,NA,NA
"5488","2pac","California Love (Remix)","Greatest Hits",2011,5330000,"throw",49,NA,NA,NA,NA,NA
"5489","2pac","California Love (Remix)","Greatest Hits",2011,5330000,"up",633,NA,NA,NA,NA,NA
"5490","2pac","California Love (Remix)","Greatest Hits",2011,5330000,"finger",36,NA,NA,NA,NA,NA
"5491","2pac","California Love (Remix)","Greatest Hits",2011,5330000,"feel",117,NA,NA,NA,NA,NA
"5492","2pac","California Love (Remix)","Greatest Hits",2011,5330000,"same",58,NA,NA,NA,NA,NA
"5493","2pac","California Love (Remix)","Greatest Hits",2011,5330000,"way",163,NA,NA,NA,NA,NA
"5494","2pac","California Love (Remix)","Greatest Hits",2011,5330000,"puttin",10,NA,NA,NA,NA,NA
"5495","2pac","California Love (Remix)","Greatest Hits",2011,5330000,"down",209,NA,NA,NA,NA,NA
"5496","2pac","California Love (Remix)","Greatest Hits",2011,5330000,"californ",1,NA,NA,NA,NA,NA
"5497","2pac","California Love (Remix)","Greatest Hits",2011,5330000,"repeat",23,NA,NA,NA,NA,NA
"5498","2pac","California Love (Remix)","Greatest Hits",2011,5330000,"2",27,NA,NA,NA,NA,NA
"5499","2pac","California Love (Remix)","Greatest Hits",2011,5330000,"shake",23,NA,NA,NA,NA,NA
"5500","2pac","California Love (Remix)","Greatest Hits",2011,5330000,"baby",185,NA,NA,NA,NA,NA
"5501","2pac","California Love (Remix)","Greatest Hits",2011,5330000,"mama",87,NA,NA,NA,NA,NA
"5502","2pac","California Love (Remix)","Greatest Hits",2011,5330000,"cali",9,NA,NA,NA,NA,NA
"5503","2pac","California Love (Remix)","Greatest Hits",2011,5330000,"two",66,NA,NA,NA,NA,NA
"5504","2pac","California Love (Remix)","Greatest Hits",2011,5330000,"2pac",137,NA,NA,NA,NA,NA
"5505","2pac","California Love (Remix)","Greatest Hits",2011,5330000,"out",364,NA,NA,NA,NA,NA
"5506","2pac","California Love (Remix)","Greatest Hits",2011,5330000,"bail",33,NA,NA,NA,NA,NA
"5507","2pac","California Love (Remix)","Greatest Hits",2011,5330000,"fresh",6,NA,NA,NA,NA,NA
"5508","2pac","California Love (Remix)","Greatest Hits",2011,5330000,"jail",39,NA,NA,NA,NA,NA
"5509","2pac","California Love (Remix)","Greatest Hits",2011,5330000,"dreamin",3,NA,NA,NA,NA,NA
"5510","2pac","California Love (Remix)","Greatest Hits",2011,5330000,"soon",37,NA,NA,NA,NA,NA
"5511","2pac","California Love (Remix)","Greatest Hits",2011,5330000,"as",289,NA,NA,NA,NA,NA
"5512","2pac","California Love (Remix)","Greatest Hits",2011,5330000,"step",16,NA,NA,NA,NA,NA
"5513","2pac","California Love (Remix)","Greatest Hits",2011,5330000,"scene",15,NA,NA,NA,NA,NA
"5514","2pac","California Love (Remix)","Greatest Hits",2011,5330000,"i'm",843,NA,NA,NA,NA,NA
"5515","2pac","California Love (Remix)","Greatest Hits",2011,5330000,"hearin",5,NA,NA,NA,NA,NA
"5516","2pac","California Love (Remix)","Greatest Hits",2011,5330000,"hoochies",5,NA,NA,NA,NA,NA
"5517","2pac","California Love (Remix)","Greatest Hits",2011,5330000,"screamin",34,NA,NA,NA,NA,NA
"5518","2pac","California Love (Remix)","Greatest Hits",2011,5330000,"fiendin",6,NA,NA,NA,NA,NA
"5519","2pac","California Love (Remix)","Greatest Hits",2011,5330000,"alcohol",2,NA,NA,NA,NA,NA
"5520","2pac","California Love (Remix)","Greatest Hits",2011,5330000,"life",284,NA,NA,NA,NA,NA
"5521","2pac","California Love (Remix)","Greatest Hits",2011,5330000,"westside",40,NA,NA,NA,NA,NA
"5522","2pac","California Love (Remix)","Greatest Hits",2011,5330000,"player",25,NA,NA,NA,NA,NA
"5523","2pac","California Love (Remix)","Greatest Hits",2011,5330000,"cowards",17,NA,NA,NA,NA,NA
"5524","2pac","California Love (Remix)","Greatest Hits",2011,5330000,"die",198,NA,NA,NA,NA,NA
"5525","2pac","California Love (Remix)","Greatest Hits",2011,5330000,"strong",21,NA,NA,NA,NA,NA
"5526","2pac","California Love (Remix)","Greatest Hits",2011,5330000,"ball",12,NA,NA,NA,NA,NA
"5527","2pac","California Love (Remix)","Greatest Hits",2011,5330000,"only",125,NA,NA,NA,NA,NA
"5528","2pac","California Love (Remix)","Greatest Hits",2011,5330000,"riot",5,NA,NA,NA,NA,NA
"5529","2pac","California Love (Remix)","Greatest Hits",2011,5330000,"not",85,NA,NA,NA,NA,NA
"5530","2pac","California Love (Remix)","Greatest Hits",2011,5330000,"rally",2,NA,NA,NA,NA,NA
"5531","2pac","California Love (Remix)","Greatest Hits",2011,5330000,"live",117,NA,NA,NA,NA,NA
"5532","2pac","California Love (Remix)","Greatest Hits",2011,5330000,"chucks",1,NA,NA,NA,NA,NA
"5533","2pac","California Love (Remix)","Greatest Hits",2011,5330000,"ballies",1,NA,NA,NA,NA,NA
"5534","2pac","California Love (Remix)","Greatest Hits",2011,5330000,"yeah",144,NA,NA,NA,NA,NA
"5535","2pac","California Love (Remix)","Greatest Hits",2011,5330000,"right",164,NA,NA,NA,NA,NA
"5536","2pac","California Love (Remix)","Greatest Hits",2011,5330000,"dressed",5,NA,NA,NA,NA,NA
"5537","2pac","California Love (Remix)","Greatest Hits",2011,5330000,"locs",4,NA,NA,NA,NA,NA
"5538","2pac","California Love (Remix)","Greatest Hits",2011,5330000,"khaki",1,NA,NA,NA,NA,NA
"5539","2pac","California Love (Remix)","Greatest Hits",2011,5330000,"suits",1,NA,NA,NA,NA,NA
"5540","2pac","California Love (Remix)","Greatest Hits",2011,5330000,"ride",77,NA,NA,NA,NA,NA
"5541","2pac","California Love (Remix)","Greatest Hits",2011,5330000,"what",280,NA,NA,NA,NA,NA
"5542","2pac","California Love (Remix)","Greatest Hits",2011,5330000,"do",305,NA,NA,NA,NA,NA
"5543","2pac","California Love (Remix)","Greatest Hits",2011,5330000,"flossin",3,NA,NA,NA,NA,NA
"5544","2pac","California Love (Remix)","Greatest Hits",2011,5330000,"but",513,NA,NA,NA,NA,NA
"5545","2pac","California Love (Remix)","Greatest Hits",2011,5330000,"have",79,NA,NA,NA,NA,NA
"5546","2pac","California Love (Remix)","Greatest Hits",2011,5330000,"caution",1,NA,NA,NA,NA,NA
"5547","2pac","California Love (Remix)","Greatest Hits",2011,5330000,"collide",9,NA,NA,NA,NA,NA
"5548","2pac","California Love (Remix)","Greatest Hits",2011,5330000,"other",77,NA,NA,NA,NA,NA
"5549","2pac","California Love (Remix)","Greatest Hits",2011,5330000,"crews",3,NA,NA,NA,NA,NA
"5550","2pac","California Love (Remix)","Greatest Hits",2011,5330000,"famous",4,NA,NA,NA,NA,NA
"5551","2pac","California Love (Remix)","Greatest Hits",2011,5330000,"because",15,NA,NA,NA,NA,NA
"5552","2pac","California Love (Remix)","Greatest Hits",2011,5330000,"grands",1,NA,NA,NA,NA,NA
"5553","2pac","California Love (Remix)","Greatest Hits",2011,5330000,"worldwide",3,NA,NA,NA,NA,NA
"5554","2pac","California Love (Remix)","Greatest Hits",2011,5330000,"em",230,NA,NA,NA,NA,NA
"5555","2pac","California Love (Remix)","Greatest Hits",2011,5330000,"recognize",9,NA,NA,NA,NA,NA
"5556","2pac","California Love (Remix)","Greatest Hits",2011,5330000,"long",47,NA,NA,NA,NA,NA
"5557","2pac","California Love (Remix)","Greatest Hits",2011,5330000,"beach",2,NA,NA,NA,NA,NA
"5558","2pac","California Love (Remix)","Greatest Hits",2011,5330000,"rosecranz",1,NA,NA,NA,NA,NA
"5559","2pac","California Love (Remix)","Greatest Hits",2011,5330000,"bumpin",11,NA,NA,NA,NA,NA
"5560","2pac","California Love (Remix)","Greatest Hits",2011,5330000,"grindin",6,NA,NA,NA,NA,NA
"5561","2pac","California Love (Remix)","Greatest Hits",2011,5330000,"slow",21,NA,NA,NA,NA,NA
"5562","2pac","California Love (Remix)","Greatest Hits",2011,5330000,"jam",4,NA,NA,NA,NA,NA
"5563","2pac","California Love (Remix)","Greatest Hits",2011,5330000,"so",437,NA,NA,NA,NA,NA
"5564","2pac","California Love (Remix)","Greatest Hits",2011,5330000,"you",1917,NA,NA,NA,NA,NA
"5565","2pac","California Love (Remix)","Greatest Hits",2011,5330000,"know",352,NA,NA,NA,NA,NA
"5566","2pac","California Love (Remix)","Greatest Hits",2011,5330000,"row",24,NA,NA,NA,NA,NA
"5567","2pac","California Love (Remix)","Greatest Hits",2011,5330000,"won't",52,NA,NA,NA,NA,NA
"5568","2pac","California Love (Remix)","Greatest Hits",2011,5330000,"bow",6,NA,NA,NA,NA,NA
"5569","2pac","California Love (Remix)","Greatest Hits",2011,5330000,"no",338,NA,NA,NA,NA,NA
"5570","2pac","California Love (Remix)","Greatest Hits",2011,5330000,"man",133,NA,NA,NA,NA,NA
"5571","2pac","California Love (Remix)","Greatest Hits",2011,5330000,"say",113,NA,NA,NA,NA,NA
"5572","2pac","California Love (Remix)","Greatest Hits",2011,5330000,"give",94,NA,NA,NA,NA,NA
"5573","2pac","California Love (Remix)","Greatest Hits",2011,5330000,"serenade",1,NA,NA,NA,NA,NA
"5574","2pac","California Love (Remix)","Greatest Hits",2011,5330000,"streets",66,NA,NA,NA,NA,NA
"5575","2pac","California Love (Remix)","Greatest Hits",2011,5330000,"oakland",7,NA,NA,NA,NA,NA
"5576","2pac","California Love (Remix)","Greatest Hits",2011,5330000,"sac",1,NA,NA,NA,NA,NA
"5577","2pac","California Love (Remix)","Greatest Hits",2011,5330000,"town",12,NA,NA,NA,NA,NA
"5578","2pac","California Love (Remix)","Greatest Hits",2011,5330000,"area",1,NA,NA,NA,NA,NA
"5579","2pac","California Love (Remix)","Greatest Hits",2011,5330000,"back",227,NA,NA,NA,NA,NA
"5580","2pac","California Love (Remix)","Greatest Hits",2011,5330000,"put",77,NA,NA,NA,NA,NA
"5581","2pac","California Love (Remix)","Greatest Hits",2011,5330000,"mack",7,NA,NA,NA,NA,NA
"5582","2pac","California Love (Remix)","Greatest Hits",2011,5330000,"rpt",2,NA,NA,NA,NA,NA
"5583","2pac","California Love (Remix)","Greatest Hits",2011,5330000,"make",199,NA,NA,NA,NA,NA
"5584","2pac","California Love (Remix)","Greatest Hits",2011,5330000,"outro",4,NA,NA,NA,NA,NA
"5585","2pac","California Love (Remix)","Greatest Hits",2011,5330000,"uh",55,NA,NA,NA,NA,NA
"5586","2pac","California Love (Remix)","Greatest Hits",2011,5330000,"longbeach",1,NA,NA,NA,NA,NA
"5587","2pac","California Love (Remix)","Greatest Hits",2011,5330000,"house",47,NA,NA,NA,NA,NA
"5588","2pac","California Love (Remix)","Greatest Hits",2011,5330000,"oaktown",4,NA,NA,NA,NA,NA
"5589","2pac","California Love (Remix)","Greatest Hits",2011,5330000,"definately",1,NA,NA,NA,NA,NA
"5590","2pac","California Love (Remix)","Greatest Hits",2011,5330000,"hahaha",32,NA,NA,NA,NA,NA
"5591","2pac","California Love (Remix)","Greatest Hits",2011,5330000,"frisko",2,NA,NA,NA,NA,NA
"5592","2pac","California Love (Remix)","Greatest Hits",2011,5330000,"tupac",120,NA,NA,NA,NA,NA
"5593","2pac","California Love (Remix)","Greatest Hits",2011,5330000,"hey",51,NA,NA,NA,NA,NA
"5594","2pac","California Love (Remix)","Greatest Hits",2011,5330000,"la",9,NA,NA,NA,NA,NA
"5595","2pac","California Love (Remix)","Greatest Hits",2011,5330000,"this",538,NA,NA,NA,NA,NA
"5596","2pac","California Love (Remix)","Greatest Hits",2011,5330000,"pasadina",1,NA,NA,NA,NA,NA
"5597","2pac","California Love (Remix)","Greatest Hits",2011,5330000,"at",283,NA,NA,NA,NA,NA
"5598","2pac","California Love (Remix)","Greatest Hits",2011,5330000,"ingelwood",2,NA,NA,NA,NA,NA
"5599","2pac","California Love (Remix)","Greatest Hits",2011,5330000,"always",47,NA,NA,NA,NA,NA
"5600","2pac","California Love (Remix)","Greatest Hits",2011,5330000,"even",130,NA,NA,NA,NA,NA
"5601","2pac","California Love (Remix)","Greatest Hits",2011,5330000,"hollywood",2,NA,NA,NA,NA,NA
"5602","2pac","California Love (Remix)","Greatest Hits",2011,5330000,"tryin",89,NA,NA,NA,NA,NA
"5603","2pac","California Love (Remix)","Greatest Hits",2011,5330000,"get",514,NA,NA,NA,NA,NA
"5604","2pac","California Love (Remix)","Greatest Hits",2011,5330000,"piece",12,NA,NA,NA,NA,NA
"5605","2pac","California Love (Remix)","Greatest Hits",2011,5330000,"sacramento",2,NA,NA,NA,NA,NA
"5606","2pac","California Love (Remix)","Greatest Hits",2011,5330000,"y'all",127,NA,NA,NA,NA,NA
"5607","2pac","California Love (Remix)","Greatest Hits",2011,5330000,"let's",43,NA,NA,NA,NA,NA
"5608","2pac","California Love (Remix)","Greatest Hits",2011,5330000,"show",39,NA,NA,NA,NA,NA
"5609","2pac","California Love (Remix)","Greatest Hits",2011,5330000,"these",187,NA,NA,NA,NA,NA
"5610","2pac","California Love (Remix)","Greatest Hits",2011,5330000,"fools",10,NA,NA,NA,NA,NA
"5611","2pac","California Love (Remix)","Greatest Hits",2011,5330000,"side",37,NA,NA,NA,NA,NA
"5612","2pac","California Love (Remix)","Greatest Hits",2011,5330000,"cause",380,NA,NA,NA,NA,NA
"5613","2pac","California Love (Remix)","Greatest Hits",2011,5330000,"best",26,NA,NA,NA,NA,NA
"5614","2pac","California Love (Remix)","Greatest Hits",2011,5330000,"riight",1,NA,NA,NA,NA,NA
"5615","2pac","California Love (Remix)","Greatest Hits",2011,5330000,"coast",15,NA,NA,NA,NA,NA
"5616","2pac","So Many Tears","Me Against The World",1995,3524567,"i",2477,NA,NA,NA,NA,NA
"5617","2pac","So Many Tears","Me Against The World",1995,3524567,"shall",3,NA,NA,NA,NA,NA
"5618","2pac","So Many Tears","Me Against The World",1995,3524567,"not",85,NA,NA,NA,NA,NA
"5619","2pac","So Many Tears","Me Against The World",1995,3524567,"fear",29,NA,NA,NA,NA,NA
"5620","2pac","So Many Tears","Me Against The World",1995,3524567,"no",338,NA,NA,NA,NA,NA
"5621","2pac","So Many Tears","Me Against The World",1995,3524567,"man",133,NA,NA,NA,NA,NA
"5622","2pac","So Many Tears","Me Against The World",1995,3524567,"but",513,NA,NA,NA,NA,NA
"5623","2pac","So Many Tears","Me Against The World",1995,3524567,"god",140,NA,NA,NA,NA,NA
"5624","2pac","So Many Tears","Me Against The World",1995,3524567,"though",47,NA,NA,NA,NA,NA
"5625","2pac","So Many Tears","Me Against The World",1995,3524567,"walk",14,NA,NA,NA,NA,NA
"5626","2pac","So Many Tears","Me Against The World",1995,3524567,"through",129,NA,NA,NA,NA,NA
"5627","2pac","So Many Tears","Me Against The World",1995,3524567,"the",3040,NA,NA,NA,NA,NA
"5628","2pac","So Many Tears","Me Against The World",1995,3524567,"valley",2,NA,NA,NA,NA,NA
"5629","2pac","So Many Tears","Me Against The World",1995,3524567,"of",631,NA,NA,NA,NA,NA
"5630","2pac","So Many Tears","Me Against The World",1995,3524567,"death",91,NA,NA,NA,NA,NA
"5631","2pac","So Many Tears","Me Against The World",1995,3524567,"shed",34,NA,NA,NA,NA,NA
"5632","2pac","So Many Tears","Me Against The World",1995,3524567,"so",437,NA,NA,NA,NA,NA
"5633","2pac","So Many Tears","Me Against The World",1995,3524567,"many",103,NA,NA,NA,NA,NA
"5634","2pac","So Many Tears","Me Against The World",1995,3524567,"tears",45,NA,NA,NA,NA,NA
"5635","2pac","So Many Tears","Me Against The World",1995,3524567,"if",307,NA,NA,NA,NA,NA
"5636","2pac","So Many Tears","Me Against The World",1995,3524567,"should",27,NA,NA,NA,NA,NA
"5637","2pac","So Many Tears","Me Against The World",1995,3524567,"die",198,NA,NA,NA,NA,NA
"5638","2pac","So Many Tears","Me Against The World",1995,3524567,"before",60,NA,NA,NA,NA,NA
"5639","2pac","So Many Tears","Me Against The World",1995,3524567,"wake",13,NA,NA,NA,NA,NA
"5640","2pac","So Many Tears","Me Against The World",1995,3524567,"please",36,NA,NA,NA,NA,NA
"5641","2pac","So Many Tears","Me Against The World",1995,3524567,"with",548,NA,NA,NA,NA,NA
"5642","2pac","So Many Tears","Me Against The World",1995,3524567,"me",1678,NA,NA,NA,NA,NA
"5643","2pac","So Many Tears","Me Against The World",1995,3524567,"grab",21,NA,NA,NA,NA,NA
"5644","2pac","So Many Tears","Me Against The World",1995,3524567,"a",2058,NA,NA,NA,NA,NA
"5645","2pac","So Many Tears","Me Against The World",1995,3524567,"and",1701,NA,NA,NA,NA,NA
"5646","2pac","So Many Tears","Me Against The World",1995,3524567,"take",154,NA,NA,NA,NA,NA
"5647","2pac","So Many Tears","Me Against The World",1995,3524567,"to",1880,NA,NA,NA,NA,NA
"5648","2pac","So Many Tears","Me Against The World",1995,3524567,"heaven",68,NA,NA,NA,NA,NA
"5649","2pac","So Many Tears","Me Against The World",1995,3524567,"back",227,NA,NA,NA,NA,NA
"5650","2pac","So Many Tears","Me Against The World",1995,3524567,"in",1159,NA,NA,NA,NA,NA
"5651","2pac","So Many Tears","Me Against The World",1995,3524567,"elementary",4,NA,NA,NA,NA,NA
"5652","2pac","So Many Tears","Me Against The World",1995,3524567,"thrived",2,NA,NA,NA,NA,NA
"5653","2pac","So Many Tears","Me Against The World",1995,3524567,"on",894,NA,NA,NA,NA,NA
"5654","2pac","So Many Tears","Me Against The World",1995,3524567,"misery",14,NA,NA,NA,NA,NA
"5655","2pac","So Many Tears","Me Against The World",1995,3524567,"left",66,NA,NA,NA,NA,NA
"5656","2pac","So Many Tears","Me Against The World",1995,3524567,"alone",36,NA,NA,NA,NA,NA
"5657","2pac","So Many Tears","Me Against The World",1995,3524567,"grew",8,NA,NA,NA,NA,NA
"5658","2pac","So Many Tears","Me Against The World",1995,3524567,"up",633,NA,NA,NA,NA,NA
"5659","2pac","So Many Tears","Me Against The World",1995,3524567,"amongst",3,NA,NA,NA,NA,NA
"5660","2pac","So Many Tears","Me Against The World",1995,3524567,"dying",15,NA,NA,NA,NA,NA
"5661","2pac","So Many Tears","Me Against The World",1995,3524567,"breed",8,NA,NA,NA,NA,NA
"5662","2pac","So Many Tears","Me Against The World",1995,3524567,"inside",38,NA,NA,NA,NA,NA
"5663","2pac","So Many Tears","Me Against The World",1995,3524567,"my",1471,NA,NA,NA,NA,NA
"5664","2pac","So Many Tears","Me Against The World",1995,3524567,"mind",88,NA,NA,NA,NA,NA
"5665","2pac","So Many Tears","Me Against The World",1995,3524567,"couldn't",44,NA,NA,NA,NA,NA
"5666","2pac","So Many Tears","Me Against The World",1995,3524567,"find",46,NA,NA,NA,NA,NA
"5667","2pac","So Many Tears","Me Against The World",1995,3524567,"place",43,NA,NA,NA,NA,NA
"5668","2pac","So Many Tears","Me Against The World",1995,3524567,"rest",46,NA,NA,NA,NA,NA
"5669","2pac","So Many Tears","Me Against The World",1995,3524567,"until",76,NA,NA,NA,NA,NA
"5670","2pac","So Many Tears","Me Against The World",1995,3524567,"got",509,NA,NA,NA,NA,NA
"5671","2pac","So Many Tears","Me Against The World",1995,3524567,"that",630,NA,NA,NA,NA,NA
"5672","2pac","So Many Tears","Me Against The World",1995,3524567,"thug",203,NA,NA,NA,NA,NA
"5673","2pac","So Many Tears","Me Against The World",1995,3524567,"life",284,NA,NA,NA,NA,NA
"5674","2pac","So Many Tears","Me Against The World",1995,3524567,"tatted",2,NA,NA,NA,NA,NA
"5675","2pac","So Many Tears","Me Against The World",1995,3524567,"chest",18,NA,NA,NA,NA,NA
"5676","2pac","So Many Tears","Me Against The World",1995,3524567,"tell",150,NA,NA,NA,NA,NA
"5677","2pac","So Many Tears","Me Against The World",1995,3524567,"can",344,NA,NA,NA,NA,NA
"5678","2pac","So Many Tears","Me Against The World",1995,3524567,"you",1917,NA,NA,NA,NA,NA
"5679","2pac","So Many Tears","Me Against The World",1995,3524567,"feel",117,NA,NA,NA,NA,NA
"5680","2pac","So Many Tears","Me Against The World",1995,3524567,"i'm",843,NA,NA,NA,NA,NA
"5681","2pac","So Many Tears","Me Against The World",1995,3524567,"living",46,NA,NA,NA,NA,NA
"5682","2pac","So Many Tears","Me Against The World",1995,3524567,"past",12,NA,NA,NA,NA,NA
"5683","2pac","So Many Tears","Me Against The World",1995,3524567,"wanna",181,NA,NA,NA,NA,NA
"5684","2pac","So Many Tears","Me Against The World",1995,3524567,"last",85,NA,NA,NA,NA,NA
"5685","2pac","So Many Tears","Me Against The World",1995,3524567,"be",574,NA,NA,NA,NA,NA
"5686","2pac","So Many Tears","Me Against The World",1995,3524567,"first",56,NA,NA,NA,NA,NA
"5687","2pac","So Many Tears","Me Against The World",1995,3524567,"blast",34,NA,NA,NA,NA,NA
"5688","2pac","So Many Tears","Me Against The World",1995,3524567,"remember",51,NA,NA,NA,NA,NA
"5689","2pac","So Many Tears","Me Against The World",1995,3524567,"kato",9,NA,NA,NA,NA,NA
"5690","2pac","So Many Tears","Me Against The World",1995,3524567,"longer",20,NA,NA,NA,NA,NA
"5691","2pac","So Many Tears","Me Against The World",1995,3524567,"us",123,NA,NA,NA,NA,NA
"5692","2pac","So Many Tears","Me Against The World",1995,3524567,"he's",55,NA,NA,NA,NA,NA
"5693","2pac","So Many Tears","Me Against The World",1995,3524567,"deceased",12,NA,NA,NA,NA,NA
"5694","2pac","So Many Tears","Me Against The World",1995,3524567,"call",69,NA,NA,NA,NA,NA
"5695","2pac","So Many Tears","Me Against The World",1995,3524567,"sirens",5,NA,NA,NA,NA,NA
"5696","2pac","So Many Tears","Me Against The World",1995,3524567,"seen",31,NA,NA,NA,NA,NA
"5697","2pac","So Many Tears","Me Against The World",1995,3524567,"him",74,NA,NA,NA,NA,NA
"5698","2pac","So Many Tears","Me Against The World",1995,3524567,"murdered",16,NA,NA,NA,NA,NA
"5699","2pac","So Many Tears","Me Against The World",1995,3524567,"streets",66,NA,NA,NA,NA,NA
"5700","2pac","So Many Tears","Me Against The World",1995,3524567,"now",429,NA,NA,NA,NA,NA
"5701","2pac","So Many Tears","Me Against The World",1995,3524567,"peace",59,NA,NA,NA,NA,NA
"5702","2pac","So Many Tears","Me Against The World",1995,3524567,"is",463,NA,NA,NA,NA,NA
"5703","2pac","So Many Tears","Me Against The World",1995,3524567,"there",84,NA,NA,NA,NA,NA
"5704","2pac","So Many Tears","Me Against The World",1995,3524567,"for",679,NA,NA,NA,NA,NA
"5705","2pac","So Many Tears","Me Against The World",1995,3524567,"g",95,NA,NA,NA,NA,NA
"5706","2pac","So Many Tears","Me Against The World",1995,3524567,"homies",78,NA,NA,NA,NA,NA
"5707","2pac","So Many Tears","Me Against The World",1995,3524567,"cemetery",6,NA,NA,NA,NA,NA
